Area_Type,Area,Area_Name,SOC,Occupational_Title,Employment,Mean_Wage,Median_Wage,Entry_Wage,Experienced_Wage
1,36,New York State,51-4071,Foundry Mold and Coremakers,280,39440,36760,21632,48750
10,9,Southern Tier Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,110,39360,40190,28700,44690
10,5,Long Island Region,17-3025,Environmental Engineering Technicians,110,75740,73550,51570,87830
10,8,North Country Region,13-2081," Tax Examiners and Collectors, and Revenue Agents",40,57420,50860,42640,64810
10,5,Long Island Region,35-2015," Cooks, Short Order",1430,26320,24200,23020,27980
10,10,Western New York Region,51-5112,Printing Press Operators,1090,36070,33830,27180,40520
1,36,New York State,43-5052,Postal Service Mail Carriers,22400,51240,60040,36400,58660
10,1,Capital Region,17-3027,Mechanical Engineering Technicians,280,67850,56400,42840,80360
10,10,Western New York Region,17-2112,Industrial Engineers,1760,81780,80650,57720,93820
10,4,Hudson Valley Region,53-0000,Transportation and Material Moving Occupations,55990,41000,36690,24130,49440
10,1,Capital Region,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,320,28700,28530,24650,30730
10,4,Hudson Valley Region,35-3031,Waiters and Waitresses,14340,29890,23500,21632,34410
10,6,Mohawk Valley Region,43-4051,Customer Service Representatives,3070,32440,28740,22540,37380
10,3,Finger Lakes Region,19-2031,Chemists,110,75040,67940,51090,87020
10,9,Southern Tier Region,47-2141," Painters, Construction and Maintenance",310,44650,45170,30970,51490
1,36,New York State,29-1061,Anesthesiologists,1410,275710,,,
10,1,Capital Region,27-4099,"Media and Communication Equipment Workers, All Other",,76840,70340,47430,91550
10,8,North Country Region,33-1011,First-Line Supervisors of Correctional Officers,380,84270,85960,69100,91850
10,9,Southern Tier Region,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",,36870,38390,22880,43860
10,3,Finger Lakes Region,43-4199," Information and Record Clerks, All Other",250,41030,39220,27650,47720
1,36,New York State,21-1091,Health Educators,4680,57640,54020,36960,67980
10,1,Capital Region,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",60,48200,49410,36190,54210
10,6,Mohawk Valley Region,23-1011,Lawyers,430,119560,102340,64030,147320
10,2,Central New York Region,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",180,54810,50340,36030,64190
10,1,Capital Region,29-1124,Radiation Therapists,,81010,82330,57600,92720
10,3,Finger Lakes Region,39-6012,Concierges,170,29690,26430,23280,32890
10,9,Southern Tier Region,41-2011,Cashiers,6580,22760,21632,21632,23720
10,9,Southern Tier Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,100580,80460,53450,124140
10,3,Finger Lakes Region,29-2057,Ophthalmic Medical Technicians,180,41440,39090,33650,45340
10,4,Hudson Valley Region,39-5093,Shampooers,,21632,21632,21632,21632
10,10,Western New York Region,51-8031,Water and Wastewater Treatment Plant and System Operators,610,51430,51410,42000,56150
10,3,Finger Lakes Region,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,34480,35390,25560,38930
10,8,North Country Region,31-9092,Medical Assistants,220,36200,34550,27770,40410
10,8,North Country Region,21-1094,Community Health Workers,160,38240,34040,26360,44170
10,4,Hudson Valley Region,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",140,49010,41980,26350,60340
10,1,Capital Region,31-9011,Massage Therapists,260,43780,34880,21632,55190
1,36,New York State,19-1023,Zoologists and Wildlife Biologists,420,68490,68800,46070,79700
10,3,Finger Lakes Region,25-2011," Preschool Teachers, Except Special Education",1670,32100,27570,22030,37140
10,7,New York City Region,29-1125,Recreational Therapists,560,59480,57560,43770,67330
10,10,Western New York Region,23-1011,Lawyers,2820,113050,96810,62160,138490
10,2,Central New York Region,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",6040,32640,30180,23100,37410
10,3,Finger Lakes Region,43-5041," Meter Readers, Utilities",60,61870,66760,40650,72480
10,5,Long Island Region,39-5092,Manicurists and Pedicurists,4500,22880,22880,22880,23280
10,9,Southern Tier Region,53-7021,Crane and Tower Operators,,65720,49130,35480,80830
10,2,Central New York Region,13-1131,Fundraisers,190,54020,49720,35780,63130
10,4,Hudson Valley Region,29-2031,Cardiovascular Technologists and Technicians,430,66700,68950,42160,78970
10,8,North Country Region,11-1011,Chief Executives,290,134720,121390,94260,154940
1,36,New York State,21-1099,"Community and Social Service Specialists, All Other",14370,55160,50560,40240,62620
1,36,New York State,53-6061,"Transportation Attendants, Except Flight Attendants",,32060,26000,21640,37260
1,36,New York State,29-2061,Licensed Practical and Licensed Vocational Nurses,45950,48410,48340,37280,53980
1,36,New York State,51-9199," Production Workers, All Other",3770,34950,31410,22520,41170
10,9,Southern Tier Region,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",140,93020,78770,56200,111430
10,10,Western New York Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",280,93700,90920,53680,113720
10,3,Finger Lakes Region,25-1011," Business Teachers, Postsecondary",670,84420,61840,41330,105960
10,7,New York City Region,13-1051,Cost Estimators,3250,87320,81260,45720,108120
10,2,Central New York Region,39-6011,Baggage Porters and Bellhops,130,25890,21632,21632,28460
10,5,Long Island Region,21-1012,"Educational, Guidance, School, and Vocational Counselors",2150,86330,87890,48050,105480
10,4,Hudson Valley Region,43-4131,Loan Interviewers and Clerks,450,39680,39570,22340,48340
10,10,Western New York Region,39-5094,Skincare Specialists,130,36450,31140,25570,41890
10,2,Central New York Region,43-2011,"Switchboard Operators, Including Answering Service",170,30680,25650,22360,34840
10,9,Southern Tier Region,29-2053,Psychiatric Technicians,60,37810,36990,31280,41070
10,9,Southern Tier Region,15-1143,Computer Network Architects,240,94490,80480,48290,117590
10,5,Long Island Region,29-1141,Registered Nurses,28600,89690,91460,63440,102810
1,36,New York State,29-1181,Audiologists,980,86460,86070,67620,95890
10,2,Central New York Region,43-4111," Interviewers, Except Eligibility and Loan",560,36230,33770,26140,41280
10,5,Long Island Region,39-2011,Animal Trainers,190,43180,43960,25230,52160
10,7,New York City Region,27-1012,Craft Artists,,62810,54890,33090,77670
10,4,Hudson Valley Region,11-9041,Architectural and Engineering Managers,700,188880,179550,118710,223960
10,6,Mohawk Valley Region,25-4011,Archivists,,50630,48710,39880,56010
10,6,Mohawk Valley Region,51-2041,Structural Metal Fabricators and Fitters,100,42450,41040,28660,49350
10,10,Western New York Region,29-1122,Occupational Therapists,810,68790,68310,50530,77910
10,4,Hudson Valley Region,29-1161,Nurse Midwives,,106650,104800,80650,119640
10,2,Central New York Region,29-2034,Radiologic Technologists,650,60880,59520,44370,69130
10,5,Long Island Region,13-2021,Appraisers and Assessors of Real Estate,580,87570,75470,52570,105070
10,7,New York City Region,19-3039," Psychologists, All Other",,103150,110160,42860,133290
10,5,Long Island Region,21-1018,"Substance abuse, behavioral disorder, and mental health counselors¿(OES-specific code and title)",1750,47200,40490,32470,54560
10,6,Mohawk Valley Region,37-3013,Tree Trimmers and Pruners,,47620,45380,36520,53170
10,10,Western New York Region,51-4121," Welders, Cutters, Solderers, and Brazers",1380,42270,41130,29490,48660
10,7,New York City Region,53-3031,Driver/Sales Workers,8800,25670,24960,24960,28010
10,4,Hudson Valley Region,39-9041,Residential Advisors,770,35650,33700,26350,40300
10,3,Finger Lakes Region,29-0000,Healthcare Practitioners and Technical Occupations,36170,68860,60450,38430,84070
10,10,Western New York Region,51-4062," Patternmakers, Metal and Plastic",,47330,45500,30530,55730
10,4,Hudson Valley Region,23-1023," Judges, Magistrate Judges, and Magistrates",380,154220,158200,124940,168870
10,3,Finger Lakes Region,25-2012," Kindergarten Teachers, Except Special Education",710,61840,59490,43130,71190
10,9,Southern Tier Region,13-1051,Cost Estimators,280,56160,53070,32140,68170
10,2,Central New York Region,11-2011,Advertising and Promotions Managers,,106840,108470,51430,134540
10,4,Hudson Valley Region,27-3022,Reporters and Correspondents,340,55950,43860,32000,67930
10,7,New York City Region,39-3099,"Entertainment Attendants and Related Workers, All Other",,29540,28530,24960,32280
10,7,New York City Region,53-7063,Machine Feeders and Offbearers,,30560,29480,24960,34430
10,9,Southern Tier Region,19-1022,Microbiologists,,66560,61330,55450,72110
10,10,Western New York Region,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",240,58600,56950,41650,67080
10,6,Mohawk Valley Region,27-4021,Photographers,,60140,50670,21632,79770
10,9,Southern Tier Region,41-9099," Sales and Related Workers, All Other",50,32520,24890,22370,37590
10,8,North Country Region,41-1012,First-Line Supervisors of Non-Retail Sales Workers,200,61990,56540,36010,74980
10,1,Capital Region,29-1181,Audiologists,60,80360,79640,71560,84750
10,6,Mohawk Valley Region,53-7032,Excavating and Loading Machine and Dragline Operators,80,40130,38290,29420,45480
10,8,North Country Region,43-9199,"Office and Administrative Support Workers, All Other",120,40060,40350,25190,47490
10,7,New York City Region,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",810,38500,41610,27000,44250
10,7,New York City Region,43-4011,Brokerage Clerks,4510,65810,62830,41320,78060
10,2,Central New York Region,43-4041," Credit Authorizers, Checkers, and Clerks",,39730,39360,27500,45840
10,1,Capital Region,37-2021,Pest Control Workers,160,42920,41850,32250,48250
10,1,Capital Region,23-2091,Court Reporters,,86940,86380,66250,97290
10,3,Finger Lakes Region,39-5092,Manicurists and Pedicurists,530,26040,24240,21632,28690
10,10,Western New York Region,11-1021,General and Operations Managers,10230,115570,93350,50590,148060
10,1,Capital Region,23-1011,Lawyers,3540,109700,98340,66860,131120
10,9,Southern Tier Region,11-9121,Natural Sciences Managers,,157810,113870,91590,190910
10,4,Hudson Valley Region,29-2061,Licensed Practical and Licensed Vocational Nurses,5800,51500,51490,42360,56080
10,7,New York City Region,29-1062,Family and General Practitioners,720,183490,172060,107050,221710
10,6,Mohawk Valley Region,31-1013,Psychiatric Aides,440,49560,49660,38810,54930
10,3,Finger Lakes Region,17-1022,Surveyors,160,72520,62130,40810,88370
10,4,Hudson Valley Region,25-4013,Museum Technicians and Conservators,,45590,43700,24050,56360
10,7,New York City Region,29-2041,Emergency Medical Technicians and Paramedics,4820,46190,46110,30990,53790
10,4,Hudson Valley Region,29-9091,Athletic Trainers,230,43920,39260,31340,50200
10,2,Central New York Region,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,42190,35170,22300,52140
10,10,Western New York Region,19-1023,Zoologists and Wildlife Biologists,,69310,67900,53370,77280
10,3,Finger Lakes Region,27-4032,Film and Video Editors,50,39500,25320,23010,47750
10,1,Capital Region,41-1012,First-Line Supervisors of Non-Retail Sales Workers,830,85330,74530,51030,102480
10,2,Central New York Region,25-2054," Special Education Teachers, Secondary School",450,80580,73090,54050,93840
10,6,Mohawk Valley Region,53-7081,Refuse and Recyclable Material Collectors,130,37630,36450,24000,44450
10,2,Central New York Region,33-9099," Protective Service Workers, All Other",630,30250,27360,21632,34630
10,2,Central New York Region,33-9011,Animal Control Workers,50,31920,31640,27610,34080
10,3,Finger Lakes Region,13-2041,Credit Analysts,190,75010,68430,42890,91070
10,1,Capital Region,19-1042," Medical Scientists, Except Epidemiologists",,108200,109920,66810,128890
10,9,Southern Tier Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,540,23360,21632,21632,24560
10,4,Hudson Valley Region,25-1082," Library Science Teachers, Postsecondary",,94590,89040,72120,105820
10,9,Southern Tier Region,43-9071," Office Machine Operators, Except Computer",90,29710,27260,22980,33080
10,7,New York City Region,29-1066,Psychiatrists,2240,209540,199260,99410,264600
1,36,New York State,21-1019," Counselors, All Other",620,51930,49070,32420,61680
10,1,Capital Region,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",670,45720,46330,35700,50730
10,7,New York City Region,25-1032," Engineering Teachers, Postsecondary",960,147250,138380,79340,181200
10,7,New York City Region,17-2051,Civil Engineers,7480,99640,93700,66970,115980
10,1,Capital Region,25-2054," Special Education Teachers, Secondary School",770,73270,69920,49980,84910
10,7,New York City Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",970,62110,59490,45100,70620
10,2,Central New York Region,19-1031,Conservation Scientists,80,70960,64140,52530,80170
10,7,New York City Region,25-4013,Museum Technicians and Conservators,660,66520,61780,43360,78100
10,4,Hudson Valley Region,47-3019,"Helpers, Construction Trades, All Other",120,31000,31160,25950,33530
10,10,Western New York Region,53-7051,Industrial Truck and Tractor Operators,2080,42790,39070,28750,49810
10,7,New York City Region,51-9151,Photographic Process Workers and Processing Machine Operators,970,46410,40890,25660,56790
10,10,Western New York Region,13-2041,Credit Analysts,370,95230,75870,51250,117220
10,7,New York City Region,17-1012,Landscape Architects,580,75380,74910,54030,86050
10,9,Southern Tier Region,29-9011,Occupational Health and Safety Specialists,130,64220,60280,44000,74330
10,2,Central New York Region,11-2022,Sales Managers,590,144870,128080,87870,173370
10,2,Central New York Region,13-2051,Financial Analysts,300,85260,78860,57200,99280
10,6,Mohawk Valley Region,47-4041,Hazardous Materials Removal Workers,120,75260,57900,46590,89600
1,36,New York State,49-9011,Mechanical Door Repairers,,43770,43880,31040,50140
10,5,Long Island Region,11-9161,Emergency Management Directors,,99490,93280,69670,114400
10,3,Finger Lakes Region,43-5051,Postal Service Clerks,370,48330,44150,37070,53960
10,10,Western New York Region,35-2014," Cooks, Restaurant",5340,27380,25990,22790,29680
10,2,Central New York Region,11-9033," Education Administrators, Postsecondary",360,109810,98790,67420,131010
1,36,New York State,35-9021,Dishwashers,34100,25200,22620,21632,27300
10,3,Finger Lakes Region,51-9081,Dental Laboratory Technicians,190,46660,43790,32430,53780
10,5,Long Island Region,13-1081,Logisticians,410,87610,83700,58820,102010
